global_step,shapley,ghost_score,jiacheng_score
500,-0.006453396690115458,1.4296875,0.8984375
500,0.3836892020441579,2.875,1.5234375
500,0.1348048259926922,2.015625,1.1796875
500,0.18119791004622557,2.0625,1.3984375
500,-0.2795635826792572,0.12060546875,0.061767578125
500,0.2034567659445584,2.40625,1.2421875
500,-0.11506651633956351,0.8203125,0.486328125
500,-0.03541079176357497,1.4140625,0.89453125
500,0.13857687133016727,1.9609375,1.28125
500,0.015304180891265874,1.625,0.8359375
500,0.3858669322620737,2.96875,1.4921875
500,-0.20278799447351753,0.54296875,0.392578125
500,0.3540813955304676,2.734375,1.578125
500,0.3213503764762796,2.984375,1.7109375
500,0.2919644820213428,2.59375,1.390625
500,0.24668953471929614,2.375,1.453125
600,0.32473450911068064,2.75,1.625
600,0.2523243036016714,2.53125,1.390625
600,0.4064794667544915,2.6875,1.6875
600,0.05766358472527896,1.90625,0.99609375
600,0.5232555281415636,3.140625,1.5625
600,0.0032788380076954446,1.59375,0.90625
600,-0.1032523269753248,1.1328125,0.80859375
600,-0.07098664525036599,1.265625,0.734375
600,-0.02819099048466721,1.5,0.80078125
600,0.31266120114965323,2.625,1.40625
600,-0.019493656606522806,1.6953125,0.9140625
600,0.24368812849205895,2.4375,1.3046875
600,-0.24854234490010896,0.384765625,0.251953125
600,0.2884930558617811,2.546875,1.453125
600,0.043725874410420314,1.7421875,0.98828125
600,0.09753549739919375,2.140625,1.109375
700,-0.04389129645311275,1.234375,0.86328125
700,0.08797547613519299,1.828125,1.1015625
700,0.030147302984558817,1.7578125,0.96875
700,0.3224995675385814,2.546875,1.3359375
700,0.04480109246222535,1.6953125,0.95703125
700,0.08018501551616793,1.6328125,0.99609375
700,0.2589314714799089,2.484375,1.3203125
700,0.27980061866302086,2.453125,1.3046875
700,0.022478509180706395,1.7265625,0.99609375
700,0.017036553848712038,1.4140625,0.8203125
700,0.014030854784321551,2.171875,0.80859375
700,-0.21447579942301667,0.48828125,0.287109375
700,0.3611335019472721,2.859375,1.4921875
700,-0.06411002029112389,1.3125,0.8984375
700,0.4653159422446043,3.203125,1.640625
700,0.42969394375698045,2.796875,1.5078125
800,0.133450448227987,2.171875,1.2578125
800,0.09733087512530864,2.0,1.046875
800,0.2714939399250924,2.71875,1.4453125
800,0.18534791730621852,2.21875,1.1796875
800,-0.14116671793917882,0.87109375,0.59375
800,0.10081700582403713,2.0625,1.1328125
800,0.2133624307333291,2.34375,1.2421875
800,0.23487494942123846,2.34375,1.34375
800,0.2597108643635008,2.03125,1.125
800,0.2588656440889839,2.109375,1.265625
800,0.2876243481236646,2.453125,1.265625
800,0.06533460182395728,1.7890625,0.98046875
800,-0.0973847756627053,1.1171875,0.796875
800,-0.07288730547880937,1.3046875,0.7890625
800,0.26986569078707817,2.390625,1.3203125
800,-0.0143938229197018,1.2890625,0.73828125
900,0.3970633146692721,2.6875,1.5234375
900,0.1800306018471546,2.4375,1.359375
900,-0.10730678881123197,1.28125,0.61328125
900,0.37943575301109406,2.71875,1.515625
900,0.24901576577719178,2.296875,1.2265625
900,0.042315367423375286,1.734375,1.046875
900,0.170739463130186,2.171875,1.140625
900,0.4023745880638453,2.828125,1.4765625
900,0.31968115295620203,2.671875,1.4453125
900,0.09350902611386015,1.8828125,1.0
900,0.07609669877106384,1.953125,1.1171875
900,0.18008588345790474,2.28125,1.1953125
900,-0.11158214557794631,1.171875,0.7265625
900,-0.29494532203365204,0.181640625,0.310546875
900,0.1824807307655452,1.9921875,1.1640625
900,-0.07085932393886488,1.171875,0.78515625
1000,0.1524446148577981,2.421875,1.2578125
1000,0.29159975450981274,3.015625,1.9453125
1000,0.09332119652266126,2.21875,1.265625
1000,0.2351527997393229,2.34375,1.2578125
1000,0.14358268611813543,2.203125,1.2578125
1000,-0.23802948284354541,0.80859375,0.6484375
1000,0.2842361699173223,2.71875,1.328125
1000,0.4484609169801546,3.203125,1.6875
1000,0.2692065635753134,2.625,1.5703125
1000,0.2629576416096923,2.546875,1.4375
1000,0.09830741620575587,2.09375,1.1796875
1000,0.3665115385699378,2.65625,1.5546875
1000,-0.025982966848689528,1.8671875,0.9296875
1000,-0.1820312560811578,1.0,0.68359375
1000,0.3232926729845674,2.78125,1.7734375
1000,-0.10310839081708198,1.53125,0.76953125
1100,0.07186749142784286,1.953125,1.1171875
1100,-0.04502485536382024,1.65625,1.0546875
1100,0.21494413961689332,2.515625,1.3984375
1100,0.19366860267553648,2.203125,1.5546875
1100,0.27145602825993403,2.640625,1.4609375
1100,0.046582701955162856,2.015625,1.171875
1100,0.33835029206904216,2.8125,1.453125
1100,0.12375997767423572,2.28125,1.203125
1100,-0.16450522237094506,0.81640625,0.63671875
1100,-0.002578987256233343,1.6328125,1.0703125
1100,0.36114430741784254,2.859375,1.546875
1100,0.297667357306322,2.453125,1.3515625
1100,0.06572144869019882,1.8203125,0.99609375
1100,0.301603181898397,2.6875,1.4140625
1100,-0.05509774068162728,1.5078125,0.8203125
1100,0.2113983079312183,2.453125,1.390625
1200,0.31792928017078464,2.734375,1.515625
1200,0.38154108470197307,3.125,1.6640625
1200,0.24089607155539777,2.671875,1.3671875
1200,-0.27084334579808206,0.486328125,0.8203125
1200,0.3699203873275158,2.828125,1.546875
1200,0.15539669285792335,2.15625,1.1953125
1200,0.07893833719448967,2.0,1.0859375
1200,0.13281655440913237,2.125,1.4296875
1200,-0.19360627419997556,0.8515625,0.5859375
1200,0.21214760376884423,2.484375,1.390625
1200,0.19187971610095664,2.390625,1.2734375
1200,0.42079318895622597,2.828125,1.4921875
1200,0.17890472249105055,2.453125,1.453125
1200,-0.1439660920080354,1.015625,0.66796875
1200,-0.02221242285817477,1.8203125,0.9296875
1200,0.25048988595497396,2.734375,1.4375
1300,0.30910563739645713,2.609375,1.3671875
1300,-0.16800951443846962,0.88671875,0.52734375
1300,0.031386122227381984,1.765625,0.8984375
1300,0.27901817331431594,2.5625,1.3671875
1300,0.06552605232224354,1.9453125,1.0234375
1300,-0.04972254619295635,1.59375,0.82421875
1300,0.47024351524126873,2.65625,1.484375
1300,-0.14925303708877952,0.85546875,0.52734375
1300,0.3019244879090097,2.8125,1.5078125
1300,0.06600507120375292,1.8671875,0.99609375
1300,0.2807934696976201,2.796875,1.453125
1300,-0.129720191413404,1.25,0.625
1300,0.337434362252331,2.59375,1.4765625
1300,-0.025402415905492005,1.765625,0.9296875
1300,0.23843682701304766,2.390625,1.28125
1300,0.21962656458667187,2.328125,1.25
1400,0.25561475044595183,2.265625,1.359375
1400,0.31946942607902107,2.53125,1.3984375
1400,-0.19791737180191787,0.484375,0.98046875
1400,-0.1868567575626413,0.6015625,0.453125
1400,0.0845202590432572,1.71875,0.90625
1400,0.4502476729000174,2.78125,1.515625
1400,0.14559954710545528,1.921875,0.99609375
1400,0.22782106468293004,2.25,1.1640625
1400,0.24530180757014283,2.234375,1.2890625
1400,-0.10269122846825479,1.125,0.66015625
1400,-0.05452286933715166,1.21875,0.83203125
1400,-0.04835980914430625,1.2265625,0.90234375
1400,0.09847078463528669,2.046875,1.15625
1400,0.38066333330027136,2.765625,1.546875
1400,0.09814911557355407,1.875,0.96875
1400,0.18744437654088514,1.8359375,1.125
1500,0.3554474859342044,2.96875,1.625
1500,-0.09622457877951042,2.0625,0.7734375
1500,0.047055900019034785,2.046875,1.109375
1500,0.002218199991198035,1.8125,0.97265625
1500,0.2612143045539531,2.6875,1.6640625
1500,0.433699506060346,2.953125,1.59375
1500,0.38590865871324836,2.765625,1.5390625
1500,0.18787653466325346,2.34375,1.296875
1500,-0.21414300653231313,0.6875,0.734375
1500,0.44225346480234207,3.0,1.6875
1500,0.025452514743286195,2.046875,1.0625
1500,0.5959610738057509,2.890625,1.65625
1500,0.20105553090572606,2.546875,1.3515625
1500,-0.28163154335356494,0.59375,0.466796875
1500,-0.17241272105173477,1.0703125,0.67578125
1500,0.2786612536497795,2.765625,1.4921875
1600,0.2635919456194846,2.546875,1.6484375
1600,0.08162731671540266,2.046875,1.2734375
1600,0.24090712533993777,2.53125,1.3359375
1600,-0.1252165333364549,1.1875,0.8359375
1600,-0.07793144650488397,1.3515625,0.828125
1600,0.21692476605425842,2.515625,1.2734375
1600,0.20065448713612755,1.984375,1.078125
1600,0.12960983718971997,2.34375,1.1875
1600,0.40301568487935674,2.75,1.4609375
1600,0.21672415850208818,2.421875,1.3984375
1600,0.09522199657980894,1.9375,1.0546875
1600,0.39349585033022527,2.59375,1.546875
1600,0.10014820149468585,2.453125,1.125
1600,0.05795542632280903,1.8828125,1.0
1600,0.00812219143703518,1.6640625,0.94921875
1600,0.010969304740398518,1.6328125,1.109375
1700,0.05222411815614943,1.765625,0.9375
1700,0.025828735744507225,1.7109375,0.93359375
1700,0.23513225259441045,2.375,1.3046875
1700,0.022250351509384644,1.578125,1.078125
1700,-0.06622560298859116,0.890625,1.0390625
1700,0.24313201558641007,2.359375,1.359375
1700,0.45667200112170697,3.1875,1.5390625
1700,-0.16398966383009345,0.65625,0.458984375
1700,0.235770966126972,2.328125,1.2421875
1700,-0.11865316962226141,0.89453125,0.5859375
1700,0.36847813993189965,2.78125,1.515625
1700,-0.05415594708568345,1.7265625,0.64453125
1700,0.08597933245140277,1.953125,1.0703125
1700,0.19461966019549062,2.25,1.1484375
1700,0.3562102616296465,2.5625,1.578125
1700,0.04884568910364809,1.5859375,0.9921875
1800,0.2848424700516495,2.578125,1.3671875
1800,0.06856744667008334,1.890625,0.96484375
1800,0.1562302663699148,2.15625,1.1640625
1800,0.5591034757776936,3.15625,1.703125
1800,0.11995514593913023,2.078125,1.0859375
1800,0.23635451066945223,2.40625,1.375
1800,-0.09443245873050564,1.3203125,0.734375
1800,-0.14695668150209196,0.796875,0.66796875
1800,-0.0597184929762078,1.125,0.69140625
1800,-0.10601328127167962,1.4296875,0.62109375
1800,0.028401552538173662,1.9609375,1.03125
1800,0.3281356646933791,2.546875,1.3984375
1800,0.208784879822868,2.4375,1.234375
1800,0.1705427971551019,2.375,1.28125
1800,-0.0017564607376131058,1.4921875,0.91796875
1800,0.29043963428064995,2.640625,1.453125
1900,0.24515673870400456,2.828125,1.5390625
1900,0.22643761386725264,2.71875,1.765625
1900,0.35637980728581264,3.0625,1.6953125
1900,0.2631927047941208,2.828125,1.65625
1900,0.4429545059757954,2.890625,1.5078125
1900,0.18522160169474616,2.421875,1.390625
1900,0.5934891672238354,3.296875,1.8828125
1900,0.20863822025413795,2.578125,1.3203125
1900,-0.2610771480310051,0.5703125,0.64453125
1900,-0.1352221786514266,1.4765625,0.74609375
1900,0.15260415665606084,2.40625,1.3359375
1900,0.11190178736736361,2.3125,1.2265625
1900,-0.2609488710616638,0.65625,0.60546875
1900,0.08064224368838627,2.125,1.125
1900,0.3353781702618124,2.75,1.453125
1900,-0.049387191904232866,1.4765625,0.78515625
2000,0.23491552372323854,2.375,1.2421875
2000,-0.13179484488493284,1.0703125,0.498046875
2000,0.35951540230060725,2.71875,1.4765625
2000,0.3100650707419756,2.46875,1.3515625
2000,-0.05928796244987649,1.40625,0.73046875
2000,-0.08289907402710141,1.40625,0.6796875
2000,0.20038524667606697,2.03125,1.203125
2000,-0.09740541653442053,0.98828125,0.66015625
2000,0.23103763009451533,2.109375,1.1015625
2000,0.11606995871424615,1.984375,1.0625
2000,0.04063587539305308,1.8046875,0.88671875
2000,0.10362885108055989,1.53125,0.94140625
2000,0.2253615508514927,2.15625,1.1328125
2000,0.18924496862187287,2.1875,1.3203125
2000,0.1522744616115221,2.09375,1.5234375
2000,0.10937580496218173,1.7109375,1.015625
2100,0.009041480849879277,1.6796875,0.90234375
2100,0.41060822967180355,2.984375,1.6171875
2100,0.37272074040326,3.09375,1.5859375
2100,-0.1704173199521829,0.9375,0.54296875
2100,0.28797876110434684,2.5,1.4765625
2100,0.14338041678373717,2.28125,1.171875
2100,0.39399834540459505,2.59375,1.359375
2100,-0.10923538796273151,1.0,0.54296875
2100,0.0631996936982288,1.9453125,0.96875
2100,-0.0769398760636065,1.2109375,0.7109375
2100,0.06987412959219591,1.7578125,0.93359375
2100,0.28280595460312236,2.578125,1.3359375
2100,0.2663526898015181,2.53125,1.4921875
2100,0.0856253977251047,2.515625,1.0703125
2100,-0.05798026109090555,1.4609375,1.0859375
2100,0.15642841168163452,2.234375,1.1875
2200,0.23321598839528582,2.53125,1.375
2200,-0.10688405801013211,0.84375,0.7578125
2200,0.37016854212410827,2.890625,1.53125
2200,0.02012841890097751,1.4765625,1.015625
2200,0.19270918324297234,2.171875,1.2109375
2200,-0.06261205712690085,1.2421875,0.65234375
2200,0.3385898378747999,2.453125,1.375
2200,0.17749589338612773,2.3125,1.2421875
2200,0.02539651809778766,1.7109375,0.87109375
2200,-0.02849002782157078,1.4921875,0.7421875
2200,0.1489802504244886,2.015625,1.2265625
2200,-0.21226641573487268,0.54296875,0.345703125
2200,0.07231896569142657,1.9609375,1.0234375
2200,0.31033029423918096,2.640625,1.640625
2200,0.37158106738097035,2.796875,1.4609375
2200,0.16252119268535256,2.015625,1.2890625
2300,-0.11046785705613814,1.5546875,0.76171875
2300,0.11163257141079394,2.125,1.109375
2300,0.42630961613256513,2.828125,1.515625
2300,-0.07919177752585958,1.6171875,0.85546875
2300,0.1908025677447554,2.21875,1.2734375
2300,0.06011534728292537,2.078125,1.0859375
2300,0.30566397007939944,2.546875,1.4609375
2300,0.15216893950233773,2.453125,1.265625
2300,0.2099917912491155,2.234375,1.3203125
2300,0.22992211925444356,2.40625,1.25
2300,-0.07654735942226167,1.3671875,0.77734375
2300,0.4304092245753368,2.921875,1.640625
2300,-0.09406168627379548,1.265625,1.59375
2300,0.06569661171077185,1.84375,1.75
2300,0.20337851513720684,2.296875,1.2890625
2300,0.2295484999484024,2.5625,1.3125
2400,0.13110052536439254,2.390625,1.234375
2400,0.1270668524617743,2.296875,1.2890625
2400,0.3881922765819256,2.859375,1.859375
2400,-0.03448696405590936,1.4453125,0.81640625
2400,-0.0437461002105533,1.6171875,0.80859375
2400,0.021438600808913313,1.84375,0.9921875
2400,-0.027107299774877948,1.15625,0.84375
2400,-0.11974500213328339,1.4453125,0.72265625
2400,0.14474208237509026,2.09375,1.2578125
2400,0.18265419370126404,2.28125,1.8828125
2400,0.21169318088595426,2.4375,1.4140625
2400,0.5886560501564406,3.0,1.7109375
2400,0.26727787824155,2.703125,1.3671875
2400,0.38101878642191106,2.625,1.40625
2400,-0.2096115980590588,0.71484375,0.390625
2400,0.2779659122344667,2.359375,1.515625
2500,0.10691738723516064,1.9296875,1.109375
2500,0.0361678719744882,1.7890625,0.859375
2500,0.2705889816536546,2.484375,1.3515625
2500,-0.08157301468334198,1.140625,2.65625
2500,-0.1609234751955943,0.66015625,0.67578125
2500,-0.141644031939198,0.8359375,0.49609375
2500,0.3021800151291847,2.484375,1.3359375
2500,-0.24014569324989254,0.365234375,0.400390625
2500,0.2214586326677878,2.546875,1.34375
2500,0.30182552300943416,2.515625,1.234375
2500,0.34724315883498,2.6875,1.5859375
2500,0.30913319477018225,2.203125,1.296875
2500,0.1921905668441801,2.328125,1.2265625
2500,0.32648372044351076,2.8125,1.515625
2500,-0.03161110065336146,2.109375,0.8203125
2500,0.24524830222132427,2.265625,1.2578125
2600,0.17830335640921566,2.34375,1.21875
2600,0.08074034902272205,1.953125,1.2109375
2600,-0.08758478096881403,1.65625,0.83984375
2600,0.17158749968022435,2.28125,1.34375
2600,0.40530317168725377,2.890625,1.578125
2600,0.2871335526235915,2.8125,1.484375
2600,0.08403309682938574,1.6640625,1.0859375
2600,0.08093916546777874,2.03125,1.1953125
2600,0.008780096850848792,1.7421875,0.83984375
2600,0.28933601911868534,2.84375,1.546875
2600,0.3326682939402172,2.84375,1.640625
2600,-0.24036569390353557,0.515625,0.3671875
2600,0.34107320963541676,2.78125,1.6171875
2600,0.3080475537537546,2.8125,1.90625
2600,0.30567609755153674,2.75,1.75
2600,-0.25978231582328215,0.310546875,0.19140625
2700,-0.21313641396580896,0.59375,0.48828125
2700,0.22670910813361994,2.484375,1.3515625
2700,0.11393605883049235,2.3125,1.265625
2700,0.4856573150048741,3.046875,2.015625
2700,-0.06919534282991324,1.453125,0.7421875
2700,-0.09368340500645175,1.484375,0.73828125
2700,0.2995596471562292,2.46875,1.4140625
2700,0.0883574995642377,1.9375,1.125
2700,0.26369421832507717,2.46875,1.46875
2700,0.14029458995865232,2.1875,1.15625
2700,-0.06861048249710361,0.8984375,0.5390625
2700,0.16974564754906593,1.921875,0.98828125
2700,0.17121135125724973,2.265625,1.21875
2700,0.5108182900107702,2.84375,1.5703125
2700,-0.16147900271386592,1.171875,0.59375
2700,0.2762576399728745,2.59375,1.375
2800,-0.1950033113208404,0.578125,0.47265625
2800,0.03955842930669598,1.703125,0.90234375
2800,0.0688507751932312,1.5703125,0.87890625
2800,0.16372746404257657,2.171875,1.1484375
2800,0.07033079048230441,1.8046875,0.98828125
2800,0.07885396344107277,1.7890625,0.90234375
2800,0.4914207050219738,2.890625,1.5546875
2800,-0.0760298015352702,1.0703125,0.62890625
2800,0.01939215399671946,1.390625,0.8046875
2800,0.2774790292200204,2.328125,1.1796875
2800,0.04993448102732765,1.7890625,0.91015625
2800,0.2513461461525667,2.3125,1.34375
2800,0.31339667829999834,2.5,1.3515625
2800,0.3062809381509324,2.5,1.328125
2800,0.17631074069431008,1.96875,1.09375
2800,-0.16634234623612093,0.7734375,0.439453125
2900,-0.03208784053403197,1.7578125,0.97265625
2900,0.09042847221680228,2.203125,1.234375
2900,0.15948410459440754,2.421875,1.3828125
2900,0.33679792325187885,2.890625,1.5390625
2900,0.07672944040551463,2.046875,1.125
2900,0.25132047158570564,2.578125,1.5234375
2900,0.422100837454646,2.390625,1.2890625
2900,-0.10368262887286331,1.6171875,0.6640625
2900,0.11034240423747275,2.15625,1.53125
2900,0.08353865875335596,1.8515625,1.296875
2900,0.4435903920677843,3.0,1.671875
2900,0.2396690791792842,2.484375,1.2734375
2900,0.30205563543444397,3.0,1.84375
2900,-0.2070562865574095,0.89453125,0.6171875
2900,0.15183634315445851,2.359375,1.1796875
2900,-0.08019395949644986,1.6796875,0.7734375
3000,0.4124891538691335,3.25,1.6484375
3000,0.10725487793998548,2.0,1.140625
3000,-0.22889190227632605,0.56640625,0.33984375
3000,0.42032845519823014,2.875,1.5703125
3000,0.1482274260136565,2.125,1.171875
3000,-0.014805784124729405,1.640625,0.8515625
3000,-0.01170605500185577,1.4609375,0.84765625
3000,0.13749873463125392,2.3125,1.21875
3000,0.054729513363155874,1.8984375,1.0390625
3000,0.19578376361594133,2.296875,1.3125
3000,-0.013659513625480431,1.546875,1.046875
3000,0.2959859960514742,2.359375,1.2421875
3000,0.29187668335353883,2.796875,1.6328125
3000,0.014078780339669004,1.7109375,1.0546875
3000,0.23042680232636265,2.671875,1.359375
3000,0.17791236520098827,2.359375,1.40625
3100,0.8456154290154279,3.875,1.6015625
3100,0.003815390886240493,1.859375,1.1015625
3100,0.2084115847314575,2.359375,1.3359375
3100,0.17351335654904987,2.375,1.5234375
3100,0.07604652945795538,2.09375,1.2890625
3100,-0.08390079753146146,1.1640625,0.65625
3100,0.2194381740113187,2.609375,1.296875
3100,-0.037318582990360276,1.4921875,0.86328125
3100,-0.01604604431484314,1.4609375,0.79296875
3100,-0.23086094525591583,0.55078125,0.61328125
3100,-0.08554842536478272,1.21875,0.76953125
3100,0.24917335778912902,2.390625,1.359375
3100,0.043594507846753935,2.09375,1.078125
3100,0.4110033485882603,2.96875,1.6171875
3100,0.375795102201401,2.9375,1.71875
3100,0.1365746550053677,2.03125,1.140625
3200,0.006149574871742837,1.46875,0.96484375
3200,0.014979495476040864,1.546875,0.83203125
3200,0.12734649481242488,1.953125,1.1875
3200,0.36003591121199746,2.65625,1.4375
3200,0.24950963850331506,2.09375,1.140625
3200,0.10226193988303368,1.5859375,0.95703125
3200,-0.06788907132364158,1.0546875,0.6328125
3200,0.36775763849594434,2.828125,1.6796875
3200,-0.03311723687418262,1.4140625,0.73046875
3200,0.31979666614987645,2.625,1.4140625
3200,0.1467853344152049,1.9921875,1.03125
3200,0.38306186140384135,2.71875,1.4609375
3200,0.21080020649652015,2.296875,1.234375
3200,-0.1566781640248315,0.796875,0.80078125
3200,0.14436714925292818,2.171875,1.0859375
3200,-0.25201070046896495,0.23828125,0.392578125
3300,0.3057061781534439,2.609375,1.5078125
3300,0.24045375885507692,2.40625,1.3125
3300,0.015488697180640549,1.7890625,0.90234375
3300,0.2359573534050587,2.359375,1.3125
3300,-0.01221882772175743,1.2421875,0.89453125
3300,-0.030843034396159326,1.359375,0.80859375
3300,0.04273738710291446,1.4453125,0.8203125
3300,0.2744999420718171,2.53125,1.40625
3300,-0.19236594319851127,0.486328125,0.53515625
3300,0.3323954723932751,2.609375,1.34375
3300,-0.21611432299796593,0.40625,0.259765625
3300,0.2093270254756095,2.015625,1.1875
3300,0.17379764937753234,2.15625,1.3515625
3300,-0.03970869911880661,1.2109375,0.6796875
3300,0.14987707952312423,1.96875,1.15625
3300,0.38918411201970843,2.625,1.71875
3400,0.40203146729572475,3.09375,1.71875
3400,0.2625904249721627,2.734375,1.4140625
3400,-0.0996291276106706,1.3984375,0.7109375
3400,-0.17819086804037965,0.93359375,0.55859375
3400,-0.10435262647508749,1.2421875,0.640625
3400,0.1944360587979727,2.625,1.40625
3400,0.3151266291000667,2.859375,1.5859375
3400,-0.09831745194909267,1.2734375,1.046875
3400,0.33665257265520976,2.65625,1.65625
3400,-0.056682001602997745,1.25,1.1484375
3400,0.3563791521304216,2.828125,1.75
3400,0.24586311848958273,2.3125,1.3671875
3400,-0.060649940294080884,2.015625,0.8671875
3400,0.30852469048963205,2.6875,1.453125
3400,0.15192143445746947,1.734375,0.90625
3400,0.3792769363340662,1.96875,0.921875
3500,-0.09698754442172407,1.0390625,0.65625
3500,0.06967335199522692,2.140625,1.078125
3500,0.25548435468611214,2.46875,1.203125
3500,0.2975854392352436,2.65625,1.6015625
3500,0.17909763591443292,2.203125,1.1796875
3500,0.0010101753498237907,1.640625,0.9453125
3500,0.5154563224752678,2.828125,1.4609375
3500,0.009904709613303336,1.5234375,0.84375
3500,0.3649780408827281,2.65625,1.4453125
3500,0.11648806822517747,1.7109375,0.8984375
3500,0.12754082631777938,2.1875,1.1484375
3500,-0.17385157327481526,0.78515625,0.435546875
3500,0.29642971106584376,2.703125,1.6015625
3500,0.3572623788971449,2.875,1.4453125
3500,-0.04380517761318548,1.4609375,1.0625
3500,-0.14052453184836008,0.7890625,0.478515625
3600,0.23796797824571267,2.671875,1.4453125
3600,-0.07702744329780464,1.171875,0.7890625
3600,0.2530999838323565,2.5,1.375
3600,0.0618022998973683,1.4375,0.86328125
3600,-0.16540932237250616,0.59765625,0.51171875
3600,-0.07811400355287078,1.2734375,1.1484375
3600,0.006891225679702245,1.7890625,0.8828125
3600,0.3314536278933742,2.953125,1.4921875
3600,0.4545573893608554,2.609375,1.4296875
3600,0.10826112711615636,1.7109375,0.98046875
3600,-0.13390672990746236,0.80078125,0.494140625
3600,0.16977821843412674,2.171875,1.2265625
3600,0.23915928070410508,2.53125,1.265625
3600,0.22841894704145652,2.234375,1.2421875
3600,0.2735719737022959,2.4375,1.40625
3600,0.018450525348132785,1.375,0.9453125
3700,0.20549643667963982,2.6875,1.34375
3700,0.20798392663109508,2.859375,1.3515625
3700,-0.00016669581503564012,1.7890625,1.375
3700,0.276668657438482,2.53125,1.3359375
3700,0.004817379777340739,2.15625,0.8671875
3700,-0.042875079217657264,1.53125,0.8203125
3700,0.15974265593347634,2.21875,1.2890625
3700,0.14368544354950583,2.5,1.3125
3700,0.2966314758483704,3.109375,1.359375
3700,0.5458014690279334,3.046875,1.65625
3700,0.024249691356820275,1.9140625,1.0546875
3700,0.22727208317940686,2.484375,1.3359375
3700,0.3196060467093667,2.96875,1.640625
3700,-0.0501606519240309,1.40625,0.71484375
3700,0.06471768649102631,2.078125,1.265625
3700,0.04572869308425946,1.9375,1.1796875
3800,-0.010357046519290189,1.3515625,0.7578125
3800,0.011255261017059098,1.1875,1.453125
3800,-0.26735905966659756,0.034423828125,0.0150146484375
3800,-0.11145303374671645,0.75390625,0.416015625
3800,0.4569810840323415,2.71875,1.484375
3800,0.4879371295019007,2.9375,1.59375
3800,0.21631533180225798,2.25,1.1484375
3800,-0.14394084616690805,0.6015625,0.41015625
3800,0.5039402485704672,3.015625,2.0
3800,-0.20955807613678112,0.20703125,0.1064453125
3800,0.012538954741683006,1.78125,0.671875
3800,0.31999881008273934,2.296875,1.5859375
3800,-0.09125282899473579,0.88671875,0.42578125
3800,-0.019309885769205896,1.2265625,0.8984375
3800,0.3849646894819319,2.640625,1.4140625
3800,0.14121455097298,1.953125,1.046875
3900,0.2876243285252071,2.71875,1.3828125
3900,0.1371923982091584,1.953125,1.15625
3900,0.36329608897368976,2.78125,1.546875
3900,0.13826671640669438,2.25,1.125
3900,0.1282059821959725,1.96875,1.3671875
